wavelength,power_1,CI_Low_1,CI_High_1,power_2,CI_Low_2,CI_High_2,power,CI_Low,CI_High,power_4,CI_Low_4,CI_High_4,power_4b,CI_Low_4b,CI_High_4b,power_5b,CI_Low_5b,CI_High_5b,trans,refl,trans_adj,refl_adj,trans_adj_bs,refl_adj_bs
638,5.36E-06,5.35E-06,5.36E-06,2.59E-06,2.59E-06,2.60E-06,2.66E-06,2.65E-06,2.66E-06,2.74E-09,2.61E-09,2.87E-09,2.84E-09,2.57E-09,3.10E-09,4.29E-09,3.88E-09,4.71E-09,48.40545934,49.57504966,48.37906349,49.54925217,48.37724251,49.52023767
639,5.38E-06,5.38E-06,5.38E-06,2.60E-06,2.59E-06,2.60E-06,2.67E-06,2.67E-06,2.67E-06,2.63E-09,2.33E-09,2.94E-09,3.00E-09,2.82E-09,3.17E-09,4.40E-09,4.26E-09,4.53E-09,48.2941496,49.65347522,48.26882227,49.62881373,48.26205614,49.59607075
640,5.41E-06,5.41E-06,5.42E-06,2.61E-06,2.60E-06,2.61E-06,2.69E-06,2.69E-06,2.69E-06,2.65E-09,2.51E-09,2.78E-09,3.02E-09,2.85E-09,3.19E-09,4.29E-09,3.97E-09,4.61E-09,48.20944211,49.70763259,48.18411224,49.68303547,48.17726969,49.65266396
641,5.45E-06,5.44E-06,5.45E-06,2.62E-06,2.62E-06,2.63E-06,2.71E-06,2.71E-06,2.71E-06,2.62E-09,2.29E-09,2.94E-09,2.88E-09,2.53E-09,3.24E-09,4.27E-09,4.14E-09,4.41E-09,48.13305877,49.7562069,48.10812712,49.73205547,48.10324187,49.70167144
642,5.49E-06,5.48E-06,5.49E-06,2.64E-06,2.63E-06,2.65E-06,2.73E-06,2.73E-06,2.74E-06,2.57E-09,2.47E-09,2.67E-09,2.91E-09,2.48E-09,3.35E-09,4.24E-09,3.69E-09,4.80E-09,48.08530148,49.80774375,48.06096899,49.78421858,48.0547025,49.75371396
643,5.53E-06,5.53E-06,5.53E-06,2.66E-06,2.65E-06,2.66E-06,2.76E-06,2.75E-06,2.76E-06,2.51E-09,2.36E-09,2.66E-09,2.93E-09,2.38E-09,3.48E-09,4.21E-09,3.90E-09,4.52E-09,48.0409494,49.83569559,48.01734198,49.81290361,48.00971892,49.78217711
644,5.57E-06,5.57E-06,5.58E-06,2.67E-06,2.67E-06,2.68E-06,2.78E-06,2.78E-06,2.78E-06,2.69E-09,2.41E-09,2.97E-09,2.85E-09,2.69E-09,3.01E-09,4.35E-09,3.89E-09,4.81E-09,47.99640065,49.86708245,47.97126476,49.84285076,47.9684723,49.81306432
645,5.61E-06,5.61E-06,5.61E-06,2.69E-06,2.68E-06,2.69E-06,2.80E-06,2.80E-06,2.80E-06,2.65E-09,2.38E-09,2.92E-09,3.01E-09,2.87E-09,3.16E-09,4.46E-09,4.08E-09,4.84E-09,47.90374782,49.89912711,47.87911884,49.87544147,47.87265228,49.84322483
646,5.65E-06,5.64E-06,5.65E-06,2.70E-06,2.70E-06,2.71E-06,2.82E-06,2.82E-06,2.82E-06,2.67E-09,2.47E-09,2.87E-09,2.85E-09,2.63E-09,3.07E-09,4.34E-09,3.92E-09,4.76E-09,47.87118758,49.92584669,47.84654922,49.90217945,47.84334045,49.87261184
647,5.69E-06,5.69E-06,5.69E-06,2.72E-06,2.71E-06,2.73E-06,2.84E-06,2.84E-06,2.84E-06,2.68E-09,2.60E-09,2.76E-09,2.82E-09,2.56E-09,3.09E-09,4.26E-09,3.87E-09,4.65E-09,47.85044947,49.93167636,47.82587538,49.908083,47.82337392,49.88033861
648,5.73E-06,5.72E-06,5.73E-06,2.74E-06,2.73E-06,2.75E-06,2.86E-06,2.86E-06,2.86E-06,2.55E-09,2.27E-09,2.82E-09,2.89E-09,2.61E-09,3.17E-09,4.50E-09,4.30E-09,4.71E-09,47.84284339,49.95267905,47.81962393,49.93039885,47.81364165,49.89631155
649,5.77E-06,5.76E-06,5.77E-06,2.76E-06,2.75E-06,2.77E-06,2.88E-06,2.88E-06,2.88E-06,2.68E-09,2.55E-09,2.80E-09,2.86E-09,2.50E-09,3.21E-09,4.36E-09,4.05E-09,4.67E-09,47.81874841,49.95325696,47.79451844,49.93001813,47.79138111,49.90077373
650,5.80E-06,5.80E-06,5.81E-06,2.78E-06,2.77E-06,2.78E-06,2.90E-06,2.90E-06,2.90E-06,2.50E-09,2.14E-09,2.87E-09,2.89E-09,2.64E-09,3.13E-09,4.37E-09,4.18E-09,4.56E-09,47.82666849,49.94506229,47.80417825,49.92348522,47.79750204,49.89132888
651,5.84E-06,5.84E-06,5.84E-06,2.79E-06,2.79E-06,2.80E-06,2.92E-06,2.91E-06,2.92E-06,2.54E-09,2.23E-09,2.84E-09,2.87E-09,2.57E-09,3.17E-09,4.31E-09,4.13E-09,4.48E-09,47.84051435,49.94423115,47.81783338,49.92246495,47.81219654,49.89217999
652,5.87E-06,5.87E-06,5.88E-06,2.81E-06,2.80E-06,2.82E-06,2.93E-06,2.93E-06,2.94E-06,2.69E-09,2.44E-09,2.95E-09,2.81E-09,2.50E-09,3.12E-09,4.08E-09,3.74E-09,4.42E-09,47.84457534,49.91763058,47.82067016,49.89467558,47.81869363,49.87095766
653,5.91E-06,5.90E-06,5.91E-06,2.83E-06,2.82E-06,2.83E-06,2.95E-06,2.94E-06,2.95E-06,2.57E-09,2.25E-09,2.88E-09,2.77E-09,2.44E-09,3.10E-09,4.20E-09,3.77E-09,4.62E-09,47.87521126,49.89094993,47.85255104,49.86916602,47.84905941,49.84156007
654,5.94E-06,5.94E-06,5.94E-06,2.85E-06,2.84E-06,2.85E-06,2.96E-06,2.96E-06,2.96E-06,2.65E-09,2.58E-09,2.72E-09,2.96E-09,2.84E-09,3.08E-09,4.25E-09,3.99E-09,4.50E-09,47.90418456,49.84761201,47.88093822,49.82523287,47.8757322,49.79833478
655,5.97E-06,5.97E-06,5.97E-06,2.86E-06,2.86E-06,2.87E-06,2.97E-06,2.97E-06,2.98E-06,2.62E-09,2.38E-09,2.86E-09,2.85E-09,2.40E-09,3.30E-09,4.35E-09,4.11E-09,4.58E-09,47.94673585,49.80452514,47.92386835,49.78247378,47.92009439,49.7535757
656,6.00E-06,6.00E-06,6.00E-06,2.88E-06,2.87E-06,2.89E-06,2.98E-06,2.98E-06,2.99E-06,2.74E-09,2.62E-09,2.85E-09,2.86E-09,2.57E-09,3.15E-09,4.34E-09,4.15E-09,4.52E-09,47.9931725,49.74881203,47.96944514,49.72588565,47.96740721,49.6991816
657,6.03E-06,6.02E-06,6.03E-06,2.90E-06,2.89E-06,2.90E-06,2.99E-06,2.99E-06,3.00E-06,2.57E-09,2.42E-09,2.73E-09,2.97E-09,2.81E-09,3.13E-09,4.33E-09,4.22E-09,4.45E-09,48.05373214,49.6891876,48.03154331,49.66769735,48.02503609,49.63846821
658,6.05E-06,6.05E-06,6.06E-06,2.91E-06,2.91E-06,2.92E-06,3.00E-06,3.00E-06,3.01E-06,2.67E-09,2.60E-09,2.75E-09,3.00E-09,2.88E-09,3.13E-09,4.45E-09,4.42E-09,4.49E-09,48.12305405,49.61533909,48.10012598,49.59307056,48.09471284,49.56367044
659,6.08E-06,6.08E-06,6.08E-06,2.93E-06,2.92E-06,2.94E-06,3.01E-06,3.01E-06,3.02E-06,2.67E-09,2.58E-09,2.76E-09,2.91E-09,2.52E-09,3.30E-09,4.07E-09,3.68E-09,4.45E-09,48.19601168,49.54208296,48.17322583,49.51988918,48.16931766,49.49696822
660,6.10E-06,6.10E-06,6.11E-06,2.94E-06,2.93E-06,2.95E-06,3.02E-06,3.01E-06,3.02E-06,2.42E-09,2.17E-09,2.67E-09,2.93E-09,2.49E-09,3.38E-09,4.43E-09,4.05E-09,4.81E-09,48.22627768,49.45402908,48.20572686,49.43396559,48.19731323,49.40104678
661,6.12E-06,6.12E-06,6.13E-06,2.96E-06,2.95E-06,2.97E-06,3.02E-06,3.02E-06,3.03E-06,2.57E-09,2.30E-09,2.85E-09,2.87E-09,2.65E-09,3.08E-09,4.10E-09,3.75E-09,4.45E-09,48.32669862,49.36660101,48.30497333,49.34531293,48.30015544,49.32038534
662,6.14E-06,6.14E-06,6.15E-06,2.98E-06,2.97E-06,2.99E-06,3.03E-06,3.02E-06,3.03E-06,2.62E-09,2.32E-09,2.93E-09,2.83E-09,2.26E-09,3.40E-09,4.20E-09,3.84E-09,4.56E-09,48.42700576,49.25650277,48.40498197,49.23483321,48.40164414,49.20917424
663,6.16E-06,6.16E-06,6.17E-06,2.99E-06,2.98E-06,3.00E-06,3.03E-06,3.03E-06,3.03E-06,2.61E-09,2.40E-09,2.83E-09,2.86E-09,2.52E-09,3.19E-09,4.34E-09,3.97E-09,4.70E-09,48.53371712,49.14163758,48.5118779,49.12005632,48.50792968,49.09210735
664,6.18E-06,6.18E-06,6.19E-06,3.01E-06,3.00E-06,3.02E-06,3.03E-06,3.03E-06,3.03E-06,2.51E-09,2.29E-09,2.73E-09,2.90E-09,2.65E-09,3.15E-09,4.17E-09,3.78E-09,4.56E-09,48.65928984,49.02609742,48.63843524,49.00539181,48.632121,48.97858225
665,6.20E-06,6.20E-06,6.20E-06,3.03E-06,3.02E-06,3.03E-06,3.03E-06,3.03E-06,3.04E-06,2.55E-09,2.28E-09,2.81E-09,2.81E-09,2.49E-09,3.13E-09,4.10E-09,3.61E-09,4.58E-09,48.7833037,48.89694936,48.76225554,48.8759479,48.75802643,48.85098583
666,6.22E-06,6.21E-06,6.22E-06,3.04E-06,3.03E-06,3.05E-06,3.03E-06,3.03E-06,3.04E-06,2.61E-09,2.29E-09,2.93E-09,2.80E-09,2.49E-09,3.11E-09,4.23E-09,3.77E-09,4.69E-09,48.91771297,48.77549498,48.89626065,48.75398293,48.89317582,48.72786519
667,6.23E-06,6.23E-06,6.24E-06,3.06E-06,3.05E-06,3.07E-06,3.03E-06,3.03E-06,3.03E-06,2.68E-09,2.54E-09,2.83E-09,2.75E-09,2.41E-09,3.09E-09,4.34E-09,4.05E-09,4.63E-09,49.04914632,48.62329254,49.02719214,48.60115486,49.02616719,48.5746096
668,6.25E-06,6.24E-06,6.25E-06,3.07E-06,3.07E-06,3.08E-06,3.03E-06,3.03E-06,3.03E-06,2.56E-09,2.29E-09,2.82E-09,2.83E-09,2.45E-09,3.21E-09,4.24E-09,3.77E-09,4.71E-09,49.1997928,48.48338273,49.17900629,48.46230307,49.17461226,48.43532522
669,6.26E-06,6.26E-06,6.26E-06,3.09E-06,3.08E-06,3.10E-06,3.03E-06,3.02E-06,3.03E-06,2.52E-09,2.32E-09,2.72E-09,2.73E-09,2.45E-09,3.01E-09,4.21E-09,3.79E-09,4.62E-09,49.34231145,48.33066752,49.32190212,48.30985061,49.31853972,48.2829517
670,6.28E-06,6.27E-06,6.28E-06,3.11E-06,3.10E-06,3.11E-06,3.02E-06,3.02E-06,3.03E-06,2.44E-09,2.29E-09,2.60E-09,2.95E-09,2.84E-09,3.05E-09,4.13E-09,3.77E-09,4.48E-09,49.4909427,48.17220179,49.4712662,48.15201156,49.46323939,48.1251882
671,6.29E-06,6.28E-06,6.29E-06,3.12E-06,3.11E-06,3.13E-06,3.02E-06,3.02E-06,3.02E-06,2.45E-09,2.21E-09,2.69E-09,2.83E-09,2.54E-09,3.13E-09,4.21E-09,4.09E-09,4.33E-09,49.64421804,48.01501037,49.62460035,47.99475797,49.61851968,47.96668561
672,6.30E-06,6.30E-06,6.30E-06,3.14E-06,3.13E-06,3.14E-06,3.01E-06,3.01E-06,3.02E-06,2.61E-09,2.25E-09,2.96E-09,2.77E-09,2.55E-09,2.99E-09,4.38E-09,4.20E-09,4.56E-09,49.79666407,47.86058688,49.7758851,47.83900658,49.7732566,47.81090237
673,6.31E-06,6.31E-06,6.31E-06,3.15E-06,3.14E-06,3.16E-06,3.01E-06,3.01E-06,3.01E-06,2.61E-09,2.43E-09,2.79E-09,2.97E-09,2.78E-09,3.15E-09,4.18E-09,3.93E-09,4.43E-09,49.96651213,47.70887952,49.9457982,47.68723093,49.94014926,47.662315
674,6.32E-06,6.32E-06,6.32E-06,3.17E-06,3.16E-06,3.18E-06,3.00E-06,3.00E-06,3.01E-06,2.56E-09,2.40E-09,2.73E-09,2.95E-09,2.58E-09,3.32E-09,4.19E-09,3.92E-09,4.47E-09,50.11902296,47.54580934,50.09877136,47.52451301,50.09263229,47.49874901
675,6.33E-06,6.32E-06,6.33E-06,3.18E-06,3.17E-06,3.19E-06,3.00E-06,2.99E-06,3.00E-06,2.59E-09,2.56E-09,2.61E-09,2.92E-09,2.72E-09,3.11E-09,4.30E-09,4.19E-09,4.42E-09,50.22563225,47.38274888,50.20526113,47.36121425,50.20003742,47.33409152
676,6.33E-06,6.33E-06,6.34E-06,3.19E-06,3.18E-06,3.20E-06,2.99E-06,2.99E-06,2.99E-06,2.57E-09,2.47E-09,2.67E-09,2.92E-09,2.61E-09,3.24E-09,4.29E-09,3.94E-09,4.64E-09,50.3717555,47.22306396,50.35158444,47.20161313,50.34607049,47.17444458
677,6.34E-06,6.34E-06,6.34E-06,3.20E-06,3.19E-06,3.22E-06,2.98E-06,2.98E-06,2.99E-06,2.55E-09,2.37E-09,2.72E-09,2.86E-09,2.51E-09,3.21E-09,4.39E-09,4.25E-09,4.52E-09,50.53432897,47.06438851,50.51446028,47.04312607,50.5094572,47.01410781
678,6.35E-06,6.35E-06,6.35E-06,3.22E-06,3.21E-06,3.23E-06,2.98E-06,2.98E-06,2.98E-06,2.50E-09,2.40E-09,2.60E-09,2.91E-09,2.71E-09,3.10E-09,4.07E-09,3.75E-09,4.40E-09,50.68937995,46.90847106,50.66995329,46.88755485,50.66356051,46.86278309
679,6.36E-06,6.35E-06,6.36E-06,3.23E-06,3.22E-06,3.24E-06,2.97E-06,2.97E-06,2.98E-06,2.54E-09,2.32E-09,2.75E-09,3.00E-09,2.75E-09,3.24E-09,4.43E-09,4.20E-09,4.66E-09,50.83164192,46.74860711,50.81201424,46.72734952,50.80473643,46.69754068
680,6.36E-06,6.36E-06,6.37E-06,3.24E-06,3.23E-06,3.25E-06,2.97E-06,2.96E-06,2.97E-06,2.59E-09,2.46E-09,2.73E-09,2.84E-09,2.51E-09,3.17E-09,4.26E-09,3.85E-09,4.67E-09,50.96979387,46.60873774,50.94981544,46.58698231,50.94593386,46.56080722
681,6.37E-06,6.37E-06,6.37E-06,3.25E-06,3.24E-06,3.26E-06,2.96E-06,2.96E-06,2.96E-06,2.52E-09,2.34E-09,2.70E-09,2.83E-09,2.36E-09,3.30E-09,4.09E-09,3.54E-09,4.64E-09,51.11503245,46.47412765,51.09567512,46.45293262,51.09080513,46.42828436
682,6.37E-06,6.37E-06,6.38E-06,3.27E-06,3.26E-06,3.27E-06,2.95E-06,2.95E-06,2.96E-06,2.61E-09,2.50E-09,2.73E-09,2.85E-09,2.34E-09,3.35E-09,4.11E-09,3.60E-09,4.62E-09,51.23625924,46.34348381,51.21625609,46.32147362,51.21258482,46.29795766
683,6.38E-06,6.38E-06,6.38E-06,3.28E-06,3.27E-06,3.29E-06,2.95E-06,2.95E-06,2.95E-06,2.37E-09,2.22E-09,2.51E-09,2.86E-09,2.74E-09,2.99E-09,4.22E-09,3.93E-09,4.50E-09,51.3624662,46.22944169,51.3444221,46.20949328,51.33659439,46.18046139
684,6.38E-06,6.38E-06,6.39E-06,3.28E-06,3.28E-06,3.29E-06,2.94E-06,2.94E-06,2.95E-06,2.46E-09,2.13E-09,2.80E-09,2.71E-09,2.59E-09,2.83E-09,4.08E-09,3.69E-09,4.47E-09,51.46642053,46.1060167,51.44767289,46.08519843,51.4438142,46.05986945
685,6.39E-06,6.38E-06,6.39E-06,3.29E-06,3.28E-06,3.30E-06,2.94E-06,2.94E-06,2.94E-06,2.61E-09,2.41E-09,2.81E-09,2.84E-09,2.50E-09,3.17E-09,4.11E-09,3.88E-09,4.34E-09,51.56602917,46.00768477,51.54624493,45.98563006,51.542688,45.96211444
686,6.39E-06,6.39E-06,6.39E-06,3.30E-06,3.29E-06,3.31E-06,2.93E-06,2.93E-06,2.94E-06,2.49E-09,2.41E-09,2.58E-09,2.93E-09,2.76E-09,3.11E-09,3.92E-09,3.65E-09,4.18E-09,51.63324817,45.91550123,51.61437782,45.8944001,51.60747099,45.8721009
687,6.39E-06,6.39E-06,6.40E-06,3.31E-06,3.30E-06,3.31E-06,2.93E-06,2.93E-06,2.93E-06,2.58E-09,2.41E-09,2.75E-09,2.66E-09,2.34E-09,2.98E-09,4.12E-09,3.92E-09,4.31E-09,51.70399343,45.84664431,51.684508,45.82479569,51.68322701,45.80075105
688,6.40E-06,6.39E-06,6.40E-06,3.31E-06,3.30E-06,3.32E-06,2.93E-06,2.93E-06,2.93E-06,2.55E-09,2.38E-09,2.73E-09,2.72E-09,2.47E-09,2.97E-09,4.09E-09,3.73E-09,4.44E-09,51.7707651,45.78404771,51.75151842,45.76241192,51.74886066,45.73839399
689,6.40E-06,6.40E-06,6.40E-06,3.32E-06,3.31E-06,3.32E-06,2.93E-06,2.92E-06,2.93E-06,2.41E-09,2.26E-09,2.56E-09,2.97E-09,2.87E-09,3.08E-09,4.17E-09,3.60E-09,4.73E-09,51.8072668,45.74623184,51.78910169,45.72578217,51.78035233,45.6983544
690,6.40E-06,6.40E-06,6.40E-06,3.31E-06,3.30E-06,3.32E-06,2.93E-06,2.92E-06,2.93E-06,2.57E-09,2.26E-09,2.88E-09,2.77E-09,2.55E-09,2.98E-09,4.05E-09,3.53E-09,4.57E-09,51.77105257,45.70864169,51.75165898,45.68681032,51.74861411,45.66372926
691,6.40E-06,6.40E-06,6.41E-06,3.32E-06,3.30E-06,3.33E-06,2.93E-06,2.92E-06,2.93E-06,2.53E-09,2.33E-09,2.72E-09,2.88E-09,2.51E-09,3.26E-09,4.15E-09,3.56E-09,4.75E-09,51.77546478,45.70271111,51.75642565,45.68127445,51.75083364,45.65586451
692,6.40E-06,6.40E-06,6.41E-06,3.32E-06,3.30E-06,3.33E-06,2.93E-06,2.92E-06,2.93E-06,2.60E-09,2.51E-09,2.69E-09,2.79E-09,2.36E-09,3.21E-09,4.14E-09,3.84E-09,4.44E-09,51.76709577,45.70818503,51.74750475,45.68613303,51.74456431,45.66202206
693,6.41E-06,6.40E-06,6.41E-06,3.31E-06,3.30E-06,3.33E-06,2.93E-06,2.93E-06,2.93E-06,2.57E-09,2.26E-09,2.87E-09,2.78E-09,2.53E-09,3.03E-09,4.22E-09,3.92E-09,4.51E-09,51.74665429,45.73338092,51.72731008,45.71162607,51.72398098,45.68587399
694,6.41E-06,6.40E-06,6.41E-06,3.31E-06,3.30E-06,3.32E-06,2.93E-06,2.93E-06,2.94E-06,2.53E-09,2.29E-09,2.77E-09,2.74E-09,2.28E-09,3.20E-09,4.12E-09,3.59E-09,4.65E-09,51.70160237,45.76868789,51.68254453,45.74728901,51.67921904,45.72244502
695,6.41E-06,6.41E-06,6.41E-06,3.31E-06,3.30E-06,3.32E-06,2.94E-06,2.93E-06,2.94E-06,2.48E-09,2.26E-09,2.70E-09,2.98E-09,2.84E-09,3.12E-09,4.21E-09,3.89E-09,4.53E-09,51.6518398,45.8314089,51.63311124,45.81042568,51.62529385,45.78345551
696,6.41E-06,6.41E-06,6.41E-06,3.30E-06,3.29E-06,3.31E-06,2.94E-06,2.94E-06,2.95E-06,2.58E-09,2.51E-09,2.65E-09,2.82E-09,2.30E-09,3.35E-09,4.04E-09,3.65E-09,4.43E-09,51.5676641,45.9061672,51.54816208,45.88438549,51.54435427,45.86163636
697,6.41E-06,6.41E-06,6.41E-06,3.30E-06,3.29E-06,3.31E-06,2.95E-06,2.94E-06,2.95E-06,2.48E-09,2.24E-09,2.71E-09,2.90E-09,2.71E-09,3.09E-09,4.21E-09,3.97E-09,4.45E-09,51.47785883,45.98611809,51.45909855,45.96523452,51.45246655,45.93821823
698,6.41E-06,6.41E-06,6.41E-06,3.29E-06,3.28E-06,3.30E-06,2.95E-06,2.95E-06,2.96E-06,2.56E-09,2.47E-09,2.64E-09,2.71E-09,2.47E-09,2.95E-09,4.22E-09,3.97E-09,4.48E-09,51.3801358,46.10363861,51.36073558,46.08213298,51.35839658,46.0561111
699,6.41E-06,6.41E-06,6.41E-06,3.29E-06,3.28E-06,3.30E-06,2.96E-06,2.96E-06,2.96E-06,2.61E-09,2.50E-09,2.72E-09,2.85E-09,2.68E-09,3.01E-09,4.33E-09,4.11E-09,4.56E-09,51.25773623,46.19471026,51.23787828,46.1727896,51.23417817,46.14591577
700,6.21E-06,6.21E-06,6.22E-06,3.18E-06,3.17E-06,3.18E-06,2.88E-06,2.88E-06,2.88E-06,2.63E-09,2.54E-09,2.71E-09,2.83E-09,2.39E-09,3.27E-09,4.13E-09,3.76E-09,4.49E-09,51.11792731,46.36084784,51.09725373,46.33816236,51.09404226,46.31397594
701,6.22E-06,6.22E-06,6.23E-06,3.17E-06,3.17E-06,3.18E-06,2.89E-06,2.89E-06,2.90E-06,2.56E-09,2.36E-09,2.76E-09,2.75E-09,2.34E-09,3.16E-09,4.27E-09,4.10E-09,4.44E-09,50.96960118,46.49614281,50.94945904,46.47416293,50.9463561,46.44663668
702,6.23E-06,6.23E-06,6.24E-06,3.17E-06,3.16E-06,3.18E-06,2.91E-06,2.91E-06,2.91E-06,2.49E-09,2.38E-09,2.60E-09,2.87E-09,2.73E-09,3.01E-09,4.08E-09,3.61E-09,4.56E-09,50.81466091,46.63954506,50.79499373,46.61820843,50.78890227,46.59264418
703,6.24E-06,6.24E-06,6.25E-06,3.16E-06,3.15E-06,3.17E-06,2.92E-06,2.92E-06,2.92E-06,2.41E-09,2.29E-09,2.54E-09,2.97E-09,2.74E-09,3.20E-09,4.12E-09,3.76E-09,4.47E-09,50.67166271,46.79314777,50.65256974,46.77255358,50.64370091,46.74524937
704,6.25E-06,6.24E-06,6.25E-06,3.16E-06,3.15E-06,3.16E-06,2.93E-06,2.93E-06,2.94E-06,2.64E-09,2.59E-09,2.70E-09,2.74E-09,2.43E-09,3.04E-09,4.18E-09,3.94E-09,4.42E-09,50.49685446,46.95643531,50.47591195,46.93399502,50.47442028,46.90943214
705,6.25E-06,6.25E-06,6.26E-06,3.14E-06,3.13E-06,3.15E-06,2.95E-06,2.94E-06,2.95E-06,2.56E-09,2.43E-09,2.69E-09,2.82E-09,2.39E-09,3.25E-09,4.27E-09,4.16E-09,4.37E-09,50.2680443,47.1321589,50.2476807,47.11051126,50.24351073,47.08320788
706,6.26E-06,6.26E-06,6.26E-06,3.14E-06,3.12E-06,3.15E-06,2.96E-06,2.96E-06,2.96E-06,2.50E-09,2.25E-09,2.76E-09,2.67E-09,2.36E-09,2.97E-09,4.18E-09,3.95E-09,4.40E-09,50.08756232,47.29647228,50.06760582,47.27539982,50.06492981,47.24863981
707,6.26E-06,6.26E-06,6.27E-06,3.13E-06,3.12E-06,3.14E-06,2.97E-06,2.97E-06,2.98E-06,2.48E-09,2.15E-09,2.81E-09,2.69E-09,2.49E-09,2.88E-09,4.15E-09,3.64E-09,4.65E-09,49.91361967,47.46819416,49.89377291,47.44737839,49.89050717,47.4207582
708,6.27E-06,6.26E-06,6.27E-06,3.12E-06,3.11E-06,3.13E-06,2.99E-06,2.98E-06,2.99E-06,2.53E-09,2.39E-09,2.68E-09,2.85E-09,2.50E-09,3.20E-09,4.14E-09,3.94E-09,4.34E-09,49.73901512,47.64240662,49.71868005,47.62122329,49.71364008,47.5956286
709,6.27E-06,6.27E-06,6.27E-06,3.11E-06,3.10E-06,3.12E-06,3.00E-06,2.99E-06,3.00E-06,2.45E-09,2.22E-09,2.67E-09,2.88E-09,2.51E-09,3.26E-09,4.09E-09,3.78E-09,4.40E-09,49.55677898,47.81346558,49.53709727,47.79310367,49.53009149,47.76685633
710,6.27E-06,6.27E-06,6.27E-06,3.10E-06,3.09E-06,3.11E-06,3.01E-06,3.01E-06,3.01E-06,2.42E-09,2.06E-09,2.78E-09,2.73E-09,2.41E-09,3.05E-09,4.11E-09,3.78E-09,4.45E-09,49.3856921,47.98368701,49.36616918,47.96362332,49.36124194,47.93662206
711,6.27E-06,6.27E-06,6.28E-06,3.09E-06,3.08E-06,3.10E-06,3.02E-06,3.02E-06,3.02E-06,2.50E-09,2.33E-09,2.67E-09,2.70E-09,2.36E-09,3.04E-09,4.07E-09,3.78E-09,4.37E-09,49.2103013,48.16034009,49.19003139,48.13965115,49.18688139,48.11464727
712,6.28E-06,6.27E-06,6.28E-06,3.08E-06,3.07E-06,3.09E-06,3.03E-06,3.03E-06,3.04E-06,2.46E-09,2.15E-09,2.77E-09,2.62E-09,2.29E-09,2.94E-09,4.03E-09,3.67E-09,4.39E-09,49.04601942,48.32072169,49.02601128,48.30042874,49.02355341,48.27545764
713,6.28E-06,6.27E-06,6.28E-06,3.07E-06,3.06E-06,3.08E-06,3.04E-06,3.04E-06,3.05E-06,2.44E-09,2.23E-09,2.65E-09,2.58E-09,2.10E-09,3.07E-09,4.08E-09,3.59E-09,4.57E-09,48.87269911,48.48203559,48.85279242,48.4619768,48.85053342,48.43585086
714,6.27E-06,6.27E-06,6.28E-06,3.06E-06,3.05E-06,3.06E-06,3.05E-06,3.05E-06,3.05E-06,2.37E-09,2.15E-09,2.60E-09,2.70E-09,2.50E-09,2.90E-09,4.11E-09,3.97E-09,4.25E-09,48.7221535,48.62104098,48.70275995,48.60160918,48.69755902,48.57393682
715,6.27E-06,6.27E-06,6.28E-06,3.05E-06,3.04E-06,3.06E-06,3.06E-06,3.06E-06,3.06E-06,2.39E-09,2.28E-09,2.51E-09,2.81E-09,2.61E-09,3.00E-09,4.05E-09,3.61E-09,4.48E-09,48.57421915,48.76187481,48.55458641,48.74231371,48.54801806,48.71594191
716,6.27E-06,6.27E-06,6.28E-06,3.04E-06,3.03E-06,3.05E-06,3.07E-06,3.06E-06,3.07E-06,2.44E-09,2.13E-09,2.74E-09,2.79E-09,2.39E-09,3.19E-09,4.14E-09,3.90E-09,4.38E-09,48.41061103,48.89944127,48.39057848,48.87959854,48.38499502,48.85246492
717,6.27E-06,6.27E-06,6.27E-06,3.03E-06,3.02E-06,3.04E-06,3.08E-06,3.07E-06,3.08E-06,2.38E-09,2.21E-09,2.56E-09,2.84E-09,2.64E-09,3.03E-09,4.11E-09,3.91E-09,4.32E-09,48.28338481,49.0427064,48.26372069,49.023331,48.2564767,48.99572543
718,6.27E-06,6.27E-06,6.27E-06,3.02E-06,3.01E-06,3.03E-06,3.08E-06,3.08E-06,3.09E-06,2.59E-09,2.40E-09,2.78E-09,2.83E-09,2.73E-09,2.92E-09,4.23E-09,4.00E-09,4.45E-09,48.15255473,49.16985121,48.13112978,49.14884664,48.1273145,49.12272717
719,6.27E-06,6.27E-06,6.27E-06,3.01E-06,3.00E-06,3.02E-06,3.09E-06,3.09E-06,3.09E-06,2.54E-09,2.43E-09,2.65E-09,2.83E-09,2.33E-09,3.32E-09,4.03E-09,3.51E-09,4.56E-09,48.02574352,49.28422631,48.00468808,49.2636807,48.0000936,49.23982841
720,6.26E-06,6.26E-06,6.27E-06,3.00E-06,2.99E-06,3.01E-06,3.09E-06,3.09E-06,3.10E-06,2.33E-09,2.09E-09,2.57E-09,2.90E-09,2.75E-09,3.06E-09,4.07E-09,3.83E-09,4.31E-09,47.86087176,49.38980739,47.84148946,49.37099346,47.83230396,49.34314357
721,6.26E-06,6.26E-06,6.27E-06,2.99E-06,2.98E-06,3.00E-06,3.10E-06,3.09E-06,3.10E-06,2.46E-09,2.25E-09,2.67E-09,2.74E-09,2.44E-09,3.05E-09,4.02E-09,3.58E-09,4.46E-09,47.7566743,49.48317703,47.73614273,49.46332397,47.73165046,49.43842069
